id,parent_id,level,objectid,objecttype,querystatus,querytime,querytype,message,created_time
558,44,2,10154738207055685_10154756717410685,data,fetched (200),51:29.3,Facebook:<post>/comments,Do what you can,2017-09-15T03:33:54+0000
559,44,2,10154738207055685_10154738259670685,data,fetched (200),51:29.3,Facebook:<post>/comments,❤️,2017-09-07T14:42:52+0000
561,45,2,10154736176960685_10154736662530685,data,fetched (200),51:33.3,Facebook:<post>/comments,"Not really sure who to contact on this, but there's a model on Twitter and Instagram named Vienna Kendall...two days ago she began posting things about wishing for death, not wanting to ""exist"" anymore, liking tweets about funerals where people are crying and ask in 'why'? She's been trying to 'give away' a giant teddy bear that apparently had some past relationship significance. I DM'D her the first time and we talked and she thanked me for caring, but early yesterday she posted a throwaway video on Instagram  (with Pooh and Piglet) about wishing for death and retweeted her 'not wanting to exist anymore' tweet. She hasn't been on social media as far as I can tell since those contacts. I've tried to contact her in dm's and through  some people she kind of knows, to no avail, asking her just to post something so I'd know she was ok, and still nothing. I don't ""know"" her other than some social media interactions, but I believe she recently moved from Georgia to Los Angeles in April to an apartment in  West Hollywood  (I don't know where)! She may already be getting help, but it didn't sound like she had too many to reach out to out here, so I don't think so. She could also be working/busy, I guess it's fashion week in NY and being a model may explain her SM silence. I just want to make sure the girl is o.k.!",2017-09-06T22:04:25+0000
562,45,2,10154736176960685_10154741858140685,data,fetched (200),51:33.3,Facebook:<post>/comments,"DeQuincy Lezine, beautiful. Thank you for bringing your voice.",2017-09-09T02:06:21+0000
563,45,2,10154736176960685_10154736221765685,data,fetched (200),51:33.3,Facebook:<post>/comments,,2017-09-06T18:13:58+0000
565,46,2,10154734183340685_10154780791065685,data,fetched (200),51:37.9,Facebook:<post>/comments,"I've been the one (desperately) NEEDING someone, Anyone to ""Be The 1"" to help pull me through -  I survived, gratefully, and am (respectfully) outspoken when I see the pain of another wounded being; such pain is usually quite visible!.  We must Offer help for one another to 'be strong at the broken places' until the crisis/""uncontrollable situation"" passes..as it always does.  ""It came to pass, it didn't come to stay!""  Give Time Time.  I shared time with someone tonight, struggling to survive depression and deep self destructive hatred (acquired).  Ever hopeful about healing/recovery, I'm fond of offering:  ""If you decide to kill yourself,  please consider waiting a week...you might have killed the wrong person.  Whew!  Thanks for Being The 1 for me.  I'm committed to being there, wherever...whenever is see such suffering raging.  #reachout Cp. (Retired LCSW,  RN)",2017-09-25T02:46:38+0000
567,47,2,10154733775100685_10154734203630685,data,fetched (200),51:49.3,Facebook:<post>/comments,"What is this organization doing to educate doctors on ACTION steps to TAKE when a patient exhibits suicidal ideation ?

Here is the biggest gatekeeper.",2017-09-05T20:22:39+0000
569,48,2,10154733262270685_10154738992875685,data,fetched (200),51:53.9,Facebook:<post>/comments,"Leticia Mounir:  We are so sorry for your experience with hospitals.  We are here t listen , please do not hesitate to call us at 1-800-273-TALK (8255)",2017-09-07T20:20:51+0000
570,48,2,10154733262270685_10154752608300685,data,fetched (200),51:53.9,Facebook:<post>/comments,"Denise M Bobo:  Thanks for connecting with us.  We care about you, please give us a call at 1-800-273-TALK (8255).  The call is free and confidential",2017-09-13T22:13:02+0000
571,48,2,10154733262270685_10154735858005685,data,fetched (200),51:53.9,Facebook:<post>/comments,"Shared, but I noticed many suicide sites actually give you a how to guide.  Idk why these sites are everywhere,  but they almost tipped me over .  They even list the time and effort it takes for the various ways one can go about ending their life.  Be careful.  The Internet isn't always helpful.",2017-09-06T14:31:18+0000
572,48,2,10154733262270685_10154736481805685,data,fetched (200),51:53.9,Facebook:<post>/comments,I REALLY wish I can just check out... but I'm afraid of the after life 😔,2017-09-06T20:48:12+0000
573,48,2,10154733262270685_10154734714910685,data,fetched (200),51:53.9,Facebook:<post>/comments,I took the suicide prevention and mental health 1st aid class..It was very informative,2017-09-06T00:30:25+0000
574,48,2,10154733262270685_10154751710285685,data,fetched (200),51:53.9,Facebook:<post>/comments,Lauren Moret's videos tell why people are committing suicide .  Also the side effects from most medications !!,2017-09-13T13:59:13+0000
575,48,2,10154733262270685_10154737727910685,data,fetched (200),51:53.9,Facebook:<post>/comments,"Okay I have tried to kill myself over and over from when I was 16 till I was 24 and there were times my friends noticed behaviour change and asked and I flat out lied to them. I knew if even one person knew my plan that I could be forced into a psychiatric facility. In America law enforcement and Doctors can and do that when and if they feel you are a danger to yourself or others. I have never called a suicide prevention hotline but I know it helps to talk to someone who isn't going judge and help talk you through the difficulties you are facing, so I am very glad there are so many resources for people feeling that way can get help in time.",2017-09-07T09:09:13+0000
576,48,2,10154733262270685_10154735069445685,data,fetched (200),51:53.9,Facebook:<post>/comments,I ask that question everyday to myself.,2017-09-06T05:28:52+0000
577,48,2,10154733262270685_10154733816250685,data,fetched (200),51:53.9,Facebook:<post>/comments,"What a great message. Thanks for helping to remove the stigma surrounding suicide, depression and mental health. ❤",2017-09-05T18:01:00+0000
578,48,2,10154733262270685_10154738920110685,data,fetched (200),51:53.9,Facebook:<post>/comments,"My someone very close to me is on a 48 hour hold. He was getting ready to go gas himself in his truck with a hose in the exhaust. He has been going through a bad breakup with the mother of his daughter and things came to a very bad escalation point. She talked him into seeking help by leading him to believe they could have a chance again, but I don't believe this is what she really wants as her actions speak otherwise. I am very worried for his safety in the very near future. 
But here is a bigger question. If someone is in so much pain throughout their whole life, has been in and out of Doctor's offices and psych wards and on and off of meds, tries to cope everyday but just can't do it, can't bear to live another day in their excruciating existence, can't take the fighting and the drama and the crushing weight of the world anymore, is it wrong to force someone into a locked ward ""for their own good"" because we are too selfish about how we would feel to have him end his life on his own terms when he finally comes to the realization that this is all too much to handle anymore and he is tired of running on a treadmill to nowhere? Is it his fault for wanting to die, or is it our fault for not wanting them to go? I always have maintained that I just want him to be happy and not have these feelings anymore. I want him to not be burdened by the depression or the anxiety or the fear. But what if that never happens. What if this trip to the psych ward doesn't help again? What if they can't stop what his mind is telling him? What if he again reaches the decision that the only way to stop the madness is to end his life? It it right to take that decision away from him and lock him up and ""keep him safe"" because we are too selfish to be able to let him go? We never want anyone to die, ever. When my grandma was in the hospital after falling again at 84 and injuring her hip for the second time, we didn't want her to die. She was skin and bones, moaning in pain with a fentynol patch on each skinny arm, and the Dr. said all they could really do was keep her comfortable. My grandma had a DNR order. She did not want to be kept alive in that situation. None of us wanted for her to have to leave us but it was the only way for her pain to end. What if sometimes the only way for someone to finally have peace is to let them go and know that the time we shared with them is special? Where is the line between free will and control of your destiny, and controlling another person's life because you may not like the outcome?",2017-09-07T19:38:38+0000
579,48,2,10154733262270685_10154734764560685,data,fetched (200),51:53.9,Facebook:<post>/comments,Ask people at the first hint they may be suicidal. My family saved me a few times. Otherwise I might not be here.,2017-09-06T01:05:43+0000
580,48,2,10154733262270685_10154747281845685,data,fetched (200),51:53.9,Facebook:<post>/comments,"Lost my son Matthew to suicide October 31st of 2016. I share this daily on my FB in hopes it will save a life. Thank you National Suicide Prevention for being a hope to the hopeless. 

Matthew Thomas Eberly
August 3, 1989-October 31, 2016. Missed and loved. Rest in Peace son.",2017-09-11T13:05:08+0000
581,48,2,10154733262270685_10154746120355685,data,fetched (200),51:53.9,Facebook:<post>/comments,"It's not that I lack the will to live, I just lack the energy to survive.",2017-09-10T22:11:58+0000
582,48,2,10154733262270685_10154741787215685,data,fetched (200),51:53.9,Facebook:<post>/comments,"I intended to participate in the walk on 9/16 in Indy.  But my heart just is not in it.  I can't walk for a cause that I so, so much want to do.  My heart goes out to all of us who feel the temptation, the pull of suicidal thoughts and actions.  I fight it every day and night.  I have quit praying for for the darkness to go away.  Now I just pray for it to take me.",2017-09-09T01:07:37+0000
583,48,2,10154733262270685_10154736240740685,data,fetched (200),51:53.9,Facebook:<post>/comments,I'm so sad there is a month for this but so glad that Awareness is being raised... wish we had saw the signs 😥💔,2017-09-06T18:28:09+0000
584,48,2,10154733262270685_10154736805035685,data,fetched (200),51:53.9,Facebook:<post>/comments,If only one was saved its worth it,2017-09-06T23:52:12+0000
585,48,2,10154733262270685_10154753290420685,data,fetched (200),51:53.9,Facebook:<post>/comments,I just want the pain to stop. Pretending to be happy is getting harder.,2017-09-14T00:41:15+0000
586,48,2,10154733262270685_10154747827795685,data,fetched (200),51:53.9,Facebook:<post>/comments,I've been In that state of mind....We all need to reach out to people battling their Demons...,2017-09-11T18:09:45+0000
587,48,2,10154733262270685_10154739472160685,data,fetched (200),51:53.9,Facebook:<post>/comments,It's aggravating when the thoughts are there and seems to over power ya.,2017-09-08T01:06:15+0000
588,48,2,10154733262270685_10154739238885685,data,fetched (200),51:53.9,Facebook:<post>/comments,I wish I had a lot of information on suicide. How can I do this?,2017-09-07T22:19:26+0000
589,48,2,10154733262270685_10154738212960685,data,fetched (200),51:53.9,Facebook:<post>/comments,I lost my husband to suicide seems like it goes unnoticed and mental illness is serious thank you for your site 💘,2017-09-07T14:13:32+0000
590,48,2,10154733262270685_10154734642595685,data,fetched (200),51:53.9,Facebook:<post>/comments,Is there a text hotline?,2017-09-05T23:36:31+0000
591,48,2,10154733262270685_10154736403625685,data,fetched (200),51:53.9,Facebook:<post>/comments,Great message  I have Lost Two Brothers in the last 5 yers Because Of Suicide We Need To Let People Know There Is Help Out There,2017-09-06T19:58:42+0000
592,48,2,10154733262270685_10154736818550685,data,fetched (200),51:53.9,Facebook:<post>/comments,I love this service!  It works!,2017-09-06T23:58:10+0000
593,48,2,10154733262270685_10154735402630685,data,fetched (200),51:53.9,Facebook:<post>/comments,Love you Fiona,2017-09-06T10:04:50+0000
595,48,2,10154733262270685_10154734606925685,data,fetched (200),51:53.9,Facebook:<post>/comments,Thank you so much!! It is definitely great to see you are getting this out there!!,2017-09-05T23:15:44+0000
596,48,2,10154733262270685_10154734591815685,data,fetched (200),51:53.9,Facebook:<post>/comments,Awesome message - #bethevoice get the message out there- let them know there is help.,2017-09-05T23:07:21+0000
597,48,2,10154733262270685_10154734684625685,data,fetched (200),51:53.9,Facebook:<post>/comments,Excellent resource !  I give the number out at all my trainings.,2017-09-06T00:06:00+0000
598,48,2,10154733262270685_10154742209700685,data,fetched (200),51:53.9,Facebook:<post>/comments,15 years ago yesterday I attempted suicide...the day before my birthday....I'm so glad today I wasn't successful...Please...Call...text...you aren't alone!!! #suicideisnottheanswer #breakthesilence,2017-09-09T06:10:38+0000
599,48,2,10154733262270685_10154738207685685,data,fetched (200),51:53.9,Facebook:<post>/comments,"My daughter's father took his own life when she was 11. This was 8 years ago. I don't have to tell you of the devastation, hurt, and painful loss this was to our family. Hear me when I say, if you are struggling, YOU MATTER! God has a purpose and a plan for you. Please let someone know how you are feeling, there is help!💜",2017-09-07T14:09:12+0000
600,48,2,10154733262270685_10154749893165685,data,fetched (200),51:53.9,Facebook:<post>/comments,"I have had treatment resistant Major Depressive Disorder since I was 15. I also have very bad Generalized Anxiety Disorder with panic attacks. I've been on so many cocktails of meds and have even received ECT. I don't understand why meds don't help like they should. The combination I'm on now is the best I've ever been on, but I still feel suicidal at least once a week. I've attempted once and used to cut...rarely do now. My therapist is the best one I've ever had since I was 15...I'm almost 33 years old. My 3 year old daughter keeps me here, but i can't control my brain. My husband has FMLA, so he comes home when I'm feeling suicidal. It is the most excruciating pain that only people who have been in that state of mind can possibly understand. Even though I don't really have hope...nothing else they really can do for me...God has kept me here somehow. This quote somewhat gives me hope, ""Just when the caterpillar thought her world was over, she became a butterfly."". Every single one of you matter and everyone lost to these horrible diseases MATTER. Maybe there will be better treatment or a cure someday...until then, we fight the hardest fight just to survive. ❤️🙏💔",2017-09-12T17:09:36+0000
601,48,2,10154733262270685_10154739219755685,data,fetched (200),51:53.9,Facebook:<post>/comments,My children's father committed suicide. I still can't believe it sometimes. Thank you for the work you do.,2017-09-07T22:11:18+0000
602,48,2,10154733262270685_10154749786565685,data,fetched (200),51:53.9,Facebook:<post>/comments,"This is year number 5. The Out of the Darkness walk is on Sunday 17 2017 at the DMACC campass in Ankeny, Iowa. Sometimes i think people get tired of hearing me talk about Samuel Gwinn, sometimes
 people don't want to hear about suicide. Glorifies the action. 
Sometimes i lock the door while i take a shower and cry. In the closet i cry. When house is empty i cry. Sometimes when im stocking the cooler at work i cry. I scream because im not sure why God left me here to suffer this glorified HELL, that is my everyday.",2017-09-12T16:00:16+0000
603,48,2,10154733262270685_10154742742235685,data,fetched (200),51:53.9,Facebook:<post>/comments,I have had the most terrible experience in the hospital....I would really rather die than go there....sometime I can tell anyone what I feel. I am so scared they would take me there.,2017-09-09T13:33:01+0000
604,48,2,10154733262270685_10154751289190685,data,fetched (200),51:53.9,Facebook:<post>/comments,"I've lost my son to this monster,couldn't save him,I've Ask God to let me save someone else's son",2017-09-13T09:01:42+0000
605,48,2,10154733262270685_10154741850935685,data,fetched (200),51:53.9,Facebook:<post>/comments,You must want me to come and kick your ass that's what it is you better behave Shenna Reynolds because you know what I love you,2017-09-09T02:00:53+0000
606,48,2,10154733262270685_10154741968895685,data,fetched (200),51:53.9,Facebook:<post>/comments,Yes. Definitely. Please call this number. Help is just a call away if you need it.,2017-09-09T03:27:50+0000
607,48,2,10154733262270685_10154751615055685,data,fetched (200),51:53.9,Facebook:<post>/comments,Gonna have to get in touch with them!!!!,2017-09-13T13:22:33+0000
608,48,2,10154733262270685_10154751026485685,data,fetched (200),51:53.9,Facebook:<post>/comments,Remember the walk in Madison...September 16....,2017-09-13T05:07:55+0000
609,48,2,10154733262270685_10154744114720685,data,fetched (200),51:53.9,Facebook:<post>/comments,I think most people have these thoughts at some point in their lives. 🙏,2017-09-10T01:32:50+0000
610,48,2,10154733262270685_10154744591850685,data,fetched (200),51:53.9,Facebook:<post>/comments,"If someone wants to do it, they will. Lost two cousins to suicide one did it mid-air in a Japan Airlines. flight to Hawaii. She was a flight attendant for them. She did a speedball in the bathroom and found her dead with a suicide note in her hand. She never did show any signs, or say anything about killing herself...and whether it was here.. or Japan's help lines, to say we were shocked is  a gross understatement.",2017-09-10T07:35:35+0000
611,48,2,10154733262270685_10154749789575685,data,fetched (200),51:53.9,Facebook:<post>/comments,"Sam Gwinn Dec.14,1995- April 23,2012 FOREVER 14",2017-09-12T16:02:00+0000
612,48,2,10154733262270685_10154741066980685,data,fetched (200),51:53.9,Facebook:<post>/comments,❤️🙏❤️,2017-09-08T18:18:34+0000
613,48,2,10154733262270685_10154749943880685,data,fetched (200),51:53.9,Facebook:<post>/comments,😢❤️🙏🏻,2017-09-12T17:39:28+0000
614,48,2,10154733262270685_10154751413065685,data,fetched (200),51:53.9,Facebook:<post>/comments,Amen 🙏🏼,2017-09-13T11:13:45+0000
616,49,2,10154723011770685_10154723030415685,data,fetched (200),51:57.6,Facebook:<post>/comments,"#bethe1to not make a person feel guilty or ashamed for their dark thoughts. Especially if you're part of the reason for those dark thoughts. It's not a cry for attention, it's a cry for help, for compassion.",2017-09-01T12:19:56+0000
617,49,2,10154723011770685_10154723682035685,data,fetched (200),51:57.6,Facebook:<post>/comments,#bethe1to never let someone not have a ear to listen to them so that I never lose another friend to suicide,2017-09-01T17:28:02+0000
618,49,2,10154723011770685_10154732151125685,data,fetched (200),51:57.6,Facebook:<post>/comments,I feel like I want to talk but im afraid to,2017-09-05T01:55:51+0000
619,49,2,10154723011770685_10154736407030685,data,fetched (200),51:57.6,Facebook:<post>/comments,"I wouldn't know how to begin a conversation, I'm just looking for a way out. Just tired of everything notaboutu that's what I'm told, always. I lost my then 26 yr old daughter 5yrs ago, from a hit and run. Since then I've lost everything I've ever loved. 
IJUSTWANTTODIE.",2017-09-06T20:01:39+0000
620,49,2,10154723011770685_10154729086070685,data,fetched (200),51:57.6,Facebook:<post>/comments,I'm in Reno Nevada  my son is in Texas I took out a loan on my car  for 4000 and they are about to report it I'm on the streets and have no job all I want is my son   I really want to run my car into a 18 wheeler and end all the pain,2017-09-03T21:15:43+0000
621,49,2,10154723011770685_10154724529735685,data,fetched (200),51:57.6,Facebook:<post>/comments,Read The World as Will and Idea by Schopenhauer or The Myth of Sisyphus by Camus. Nihilism and pessimism can be hard armor in this world.,2017-09-02T00:37:49+0000
622,49,2,10154723011770685_10154736385030685,data,fetched (200),51:57.6,Facebook:<post>/comments,"Ask myself everyday, is today the day",2017-09-06T19:48:55+0000
623,49,2,10154723011770685_10154734957495685,data,fetched (200),51:57.6,Facebook:<post>/comments,Anyway to chat online with a person.???,2017-09-06T03:55:29+0000
624,49,2,10154723011770685_10154727905405685,data,fetched (200),51:57.6,Facebook:<post>/comments,I'm tired today,2017-09-03T12:30:04+0000
625,49,2,10154723011770685_10154723336585685,data,fetched (200),51:57.6,Facebook:<post>/comments,,2017-09-01T14:52:04+0000
712,50,2,10154721176265685_10154722045765685,data,fetched (200),52:11.0,Facebook:<post>/comments,"What a good way to get the word out! Think it's a good idea! This last month has been so bad, I gave away all my stuff for free, sorted things out and if it wasn't for an officer who found me, who took the time and asked, who knows.
But for someone who's not in that situation, is it hard for them to ask the question? Like, would the helper feel scared or embarrassed to ask. As it's not always something you'd say everyday?. Anyway, hope everyone's ok and keep fighting! ❤️🙌🏻✌🏻",2017-08-31T23:44:16+0000
714,51,2,10154721163825685_10154724099855685,data,fetched (200),52:16.8,Facebook:<post>/comments,"I can relate to this song, its hard to carry on when so much goes wrong, with a heavy heart, peace is worlds apart, just as stable grounds seem but a mere dream, when the pains driving you insane and there is more lost, than gained, you grind against the grain just to stay slightly sane... Yea, I fight to stay alive! ;",2017-09-01T20:57:21+0000
715,51,2,10154721163825685_10154725984560685,data,fetched (200),52:16.8,Facebook:<post>/comments,This was great and needed in a huge way. I know this feeling.,2017-09-02T16:27:06+0000
716,51,2,10154721163825685_10154725106080685,data,fetched (200),52:16.8,Facebook:<post>/comments,Love this song its so hard to live feeling like this and feeling like most people don't understand or worse will judge you because of the mental health problems. Best way I can describe it is how people will rush to help someone who has fallen down on the sidewalk but tell people you feel this way and its like you are highly contagious or dangerous. Just try and imagine feeling so alone and depressed then watching the world around you take a step back away because you look lonely or depressed.,2017-09-02T06:58:37+0000
717,51,2,10154721163825685_10154731187050685,data,fetched (200),52:16.8,Facebook:<post>/comments,This song slways fucks me up😰,2017-09-04T18:06:36+0000
718,51,2,10154721163825685_10154723987080685,data,fetched (200),52:16.8,Facebook:<post>/comments,I am 48 years old and lost my brother to suicide 9 years ago. This brought tears to my eyes. Bring awareness.,2017-09-01T19:57:31+0000
719,51,2,10154721163825685_10154722851360685,data,fetched (200),52:16.8,Facebook:<post>/comments,#refusetobesilent #starttheconversation 🎗Ashlinn 🎗 #yourstoryisntover 💛,2017-09-01T09:51:53+0000
720,51,2,10154721163825685_10154722637685685,data,fetched (200),52:16.8,Facebook:<post>/comments,Maya Baclig I want you to be aliiiiive 😊 listen til the end.,2017-09-01T06:23:16+0000
721,51,2,10154721163825685_10154726391770685,data,fetched (200),52:16.8,Facebook:<post>/comments,"Damn this performance really hit home. Maybe it's time for me to get some
Help",2017-09-02T20:06:35+0000
722,51,2,10154721163825685_10154724600335685,data,fetched (200),52:16.8,Facebook:<post>/comments,"This is a GREAT SONG & video!!!  Thank you, Logic, for spreading the message about suicide prevention!!!

I've tried numerous times to commit suicide and had to deal with humiliating consequences...emergency involuntary admission to psych hospital by law enforcement...strip search...although not like jail one...no knife on serving tray...locked hospital units, etc...

But...I thank God that I'm ALIVE TODAY!!!  Everyday is a battle...but I'm thankful that the National Suicide Prevention Lifeline '1-800-273-TALK (8255)' is available, if I ever need their services again.  

PLEASE...PLEASE...IF YOU ARE HAVING SUICIDAL THOUGHTS, OR JUST A ROUGH DAY...CALL THE National Suicide Prevention Lifeline '1-800-273-TALK (8255)' RIGHT AWAY!!!  They listen to you and will find a way to better cope with your situation...even if it means going to the hospital..",2017-09-02T01:20:03+0000
723,51,2,10154721163825685_10154723914150685,data,fetched (200),52:16.8,Facebook:<post>/comments,I wanted to a be singer but it's hard to make a living for it. I'm sad now. I don't like math and science career.,2017-09-01T19:18:05+0000
724,51,2,10154721163825685_10154722298335685,data,fetched (200),52:16.8,Facebook:<post>/comments,Barbara this is the song I was telling you about tonight,2017-09-01T02:31:26+0000
725,51,2,10154721163825685_10154721380380685,data,fetched (200),52:16.8,Facebook:<post>/comments,Am I the only one not really fond of this song? Perhaps it's because I've only had bad experiences with the crisis hotline.,2017-08-31T17:53:47+0000
726,51,2,10154721163825685_10154722779470685,data,fetched (200),52:16.8,Facebook:<post>/comments,"Alessia Cara is one of the most talented young musicians to have come up in the last decade, and to have her connected to such a worthy cause is amazing.  I remember being very trepidatious about calling the National Suicide Prevention Lifeline because of a terrible experience I had with another suicide hotline in the past (one that was touted by the PostSecret project), but the person I talked to in my first call was so kind, compassionate, and understanding that they carried me through a really dark and lonely night (my depression was being triggered by my mom's passing that day).  In future calls this hotline has been there for me and even though I don't need it anymore, I'm happy it'll always be there for others who do and just in case I might need it in the future.  Thank y'all for providing this service, and thanks so much to Ms. Cara for lending her voice and talents to this cause.",2017-09-01T08:46:38+0000
727,51,2,10154721163825685_10154721513755685,data,fetched (200),52:16.8,Facebook:<post>/comments,Powerful performance brought me to tears.,2017-08-31T19:12:28+0000
728,51,2,10154721163825685_10154722434485685,data,fetched (200),52:16.8,Facebook:<post>/comments,"Thanks, Logic.  Bring awareness.",2017-09-01T04:13:57+0000
729,51,2,10154721163825685_10154721287750685,data,fetched (200),52:16.8,Facebook:<post>/comments,Moved to tears at all the survivors ❤️,2017-08-31T17:00:11+0000
730,51,2,10154721163825685_10154723240805685,data,fetched (200),52:16.8,Facebook:<post>/comments,I cried,2017-09-01T13:55:53+0000
731,51,2,10154721163825685_10154722381250685,data,fetched (200),52:16.8,Facebook:<post>/comments,Moved me to tears.💜,2017-09-01T03:31:08+0000
732,51,2,10154721163825685_10154722655165685,data,fetched (200),52:16.8,Facebook:<post>/comments,Alicia Lmft,2017-09-01T06:40:41+0000
733,51,2,10154721163825685_10154725553780685,data,fetched (200),52:16.8,Facebook:<post>/comments,Kristen Reed DeLuca ~ maybe you should post this on the class website,2017-09-02T13:00:47+0000
734,51,2,10154721163825685_10154721178060685,data,fetched (200),52:16.8,Facebook:<post>/comments,And Keep On Keepin On !,2017-08-31T16:08:16+0000
735,51,2,10154721163825685_10154721224155685,data,fetched (200),52:16.8,Facebook:<post>/comments,The BEST!!,2017-08-31T16:31:32+0000
736,51,2,10154721163825685_10154721299470685,data,fetched (200),52:16.8,Facebook:<post>/comments,Speak Out!,2017-08-31T17:07:52+0000
737,51,2,10154721163825685_10154721193730685,data,fetched (200),52:16.8,Facebook:<post>/comments,Harmony,2017-08-31T16:19:11+0000
738,51,2,10154721163825685_10154721189215685,data,fetched (200),52:16.8,Facebook:<post>/comments,Izzie Redman,2017-08-31T16:16:06+0000
740,51,2,10154721163825685_10154723206495685,data,fetched (200),52:16.8,Facebook:<post>/comments,Shane Stanford Preston Kamradt isn't this that rapper you like,2017-09-01T13:42:03+0000
741,51,2,10154721163825685_10154722474935685,data,fetched (200),52:16.8,Facebook:<post>/comments,Felix,2017-09-01T04:51:19+0000
742,51,2,10154721163825685_10154721175955685,data,fetched (200),52:16.8,Facebook:<post>/comments,Bebe Rodriguez,2017-08-31T16:06:48+0000
743,51,2,10154721163825685_10154725536315685,data,fetched (200),52:16.8,Facebook:<post>/comments,Sean Sylvain,2017-09-02T12:49:08+0000
627,52,2,10154713885480685_10154713896425685,data,fetched (200),52:05.6,Facebook:<post>/comments,John Draper's passion and expertise  saves lives every day! Thank you John!,2017-08-28T19:14:34+0000
628,52,2,10154713885480685_10154714711770685,data,fetched (200),52:05.6,Facebook:<post>/comments,"As a mental health social worker, I certainly appreciate this as a resource!",2017-08-29T02:43:04+0000
629,52,2,10154713885480685_10154713961755685,data,fetched (200),52:05.6,Facebook:<post>/comments,My cousin shot himself in the heart 7-25-17 he was 22  My best friend and  cousin raised with me  Im grieving still ive never lost someone so close,2017-08-28T19:45:48+0000
630,52,2,10154713885480685_10154714878400685,data,fetched (200),52:05.6,Facebook:<post>/comments,I lost my partner of 28 years and I just cannot get over it.  I have been contemplating suicide lately.  I have never in my life lived alone and I have nobody.,2017-08-29T04:50:15+0000
631,52,2,10154713885480685_10154714533065685,data,fetched (200),52:05.6,Facebook:<post>/comments,Thank you so much for helping me last month. Y'all are appreciated. I wouldn't be here if it wasn't for you guys. 💕,2017-08-29T00:48:01+0000
632,52,2,10154713885480685_10154714346195685,data,fetched (200),52:05.6,Facebook:<post>/comments,I've texted that and I felt like I was talking to a computer. No feeling.,2017-08-28T22:56:16+0000
633,52,2,10154713885480685_10154714039480685,data,fetched (200),52:05.6,Facebook:<post>/comments,Losing children in family court kills a parent inside. Courts use this to even further keep your children from you. It's a tactic that is horrible to use against someone,2017-08-28T20:34:48+0000
634,52,2,10154713885480685_10154713900610685,data,fetched (200),52:05.6,Facebook:<post>/comments,I love it ... something needs to be done to help people suffering with depression ... prevent suicide ... R.I.P to my big brother a victim of suicide ..Oscar Skorepa,2017-08-28T19:16:17+0000
635,52,2,10154713885480685_10154714447835685,data,fetched (200),52:05.6,Facebook:<post>/comments,Get on Twitter please! IT'S the platform next to instagram teens are using!,2017-08-28T23:51:50+0000
636,52,2,10154713885480685_10154714036760685,data,fetched (200),52:05.6,Facebook:<post>/comments,My son died by suicide a month ago but I never knew what to say....💔,2017-08-28T20:33:32+0000
637,52,2,10154713885480685_10154713895060685,data,fetched (200),52:05.6,Facebook:<post>/comments,I lost and found my son gone forever to suicide. I fully support you on Tyler's memorial page constantly 💚🌹🙏🏼😓😔,2017-08-28T19:13:57+0000
638,52,2,10154713885480685_10154714760845685,data,fetched (200),52:05.6,Facebook:<post>/comments,I am thankful y'all are helping folks. Sadly disappointed you reject posts from local efforts not associated with your organization. Seems all efforts combined are essential.,2017-08-29T03:09:16+0000
639,52,2,10154713885480685_10154713914205685,data,fetched (200),52:05.6,Facebook:<post>/comments,Such an important conversation. We really must do more to encourage folks to break the silence.,2017-08-28T19:21:38+0000
640,52,2,10154713885480685_10154713900790685,data,fetched (200),52:05.6,Facebook:<post>/comments,I'm a suicide attempt survivor. It scared me when I heard the fear and hurt in my moms voice when she found out.,2017-08-28T19:16:21+0000
641,52,2,10154713885480685_10154726206880685,data,fetched (200),52:05.6,Facebook:<post>/comments,Wish I had known how to help my beautiful Granddaughter.  Now it's too late. Awareness is so important.,2017-09-02T18:30:13+0000
642,52,2,10154713885480685_10154714676055685,data,fetched (200),52:05.6,Facebook:<post>/comments,It's too late for my sweet boy but there are so many young people that need our HELP-THANK YOU!!!,2017-08-29T02:26:21+0000
643,52,2,10154713885480685_10154715145810685,data,fetched (200),52:05.6,Facebook:<post>/comments,God bless life line. They make u feel that u matter in this world. Thankyou xx.,2017-08-29T08:13:13+0000
644,52,2,10154713885480685_10154714425255685,data,fetched (200),52:05.6,Facebook:<post>/comments,I have done suicide so I'm a suicide survivor I want to help and all suicide survivors can say they want to help I have met a few of them,2017-08-28T23:37:35+0000
645,52,2,10154713885480685_10154785264605685,data,fetched (200),52:05.6,Facebook:<post>/comments,Does thoughts of suicide always relate to depression?,2017-09-27T02:31:09+0000
646,52,2,10154713885480685_10154714366735685,data,fetched (200),52:05.6,Facebook:<post>/comments,"I don't need a suicide counselor, I need a living wage. I only feel like killing myself when I am faced with homelessness and /or poverty. Life is so hard and unfair I don't feel like doing it anymore.",2017-08-28T23:06:12+0000
647,52,2,10154713885480685_10154714497165685,data,fetched (200),52:05.6,Facebook:<post>/comments,How do we save the ones that don't talk about it? I think there are 2 different types of suicidal victims. The ones that want help and the ones that truly fight every day to stay alive. There is a difference.,2017-08-29T00:19:00+0000
648,52,2,10154713885480685_10154714669695685,data,fetched (200),52:05.6,Facebook:<post>/comments,Everyone one of you watching this MATTERS! You are WANTED! you are LOVED! I lost one of my best friends to suicide! It will be five years October 17th 😭 and the pain of missing her never goes away! Someone CARES about YOU!,2017-08-29T02:21:46+0000
